hour_of_day,login_duration,failed_attempts,country_code,device_known,typing_speed_wpm,ip_reputation,logins_last_24h,time_since_last,label
14,2354.54,0,0,1,65.86,0,2,4.62,0
14,1995.11,0,0,1,62.52,0,4,18.8,0
7,2282.33,0,0,1,46.17,0,1,16.39,0
2,157.79,9,1,0,135.16,1,31,1.09,1
11,2074.78,1,0,1,55.26,0,4,1.49,0
11,2345.29,0,0,1,59.4,0,4,6.52,0
10,1888.92,0,0,1,68.59,0,3,7.27,0
18,1697.46,0,0,1,70.33,0,4,14.33,0
9,1775.57,0,1,1,72.97,0,3,8.52,0
11,1124.6,2,0,1,55.92,0,4,17.38,0
23,172.06,6,1,0,12.89,1,38,0.27,1
9,1874.57,0,0,1,52.4,0,4,23.3,0
11,1785.96,0,0,1,57.03,0,5,20.45,0
9,1576.18,0,0,1,66.04,0,3,10.35,0
12,2017.36,0,0,1,68.25,0,1,2.37,0
18,1579.95,0,0,1,52.07,0,1,13.19,0
1,10.0,6,0,0,5.0,1,42,0.1,1
5,318.53,3,0,0,13.56,0,11,1.23,1
14,2005.45,0,0,1,65.29,0,3,11.46,0
13,2101.37,0,0,1,62.84,0,4,10.18,0
11,1673.06,0,0,1,66.39,0,2,9.68,0
11,2128.09,0,0,1,30.14,0,3,15.88,0
13,879.41,0,0,1,78.92,0,3,8.47,0
10,932.13,0,0,1,50.09,0,1,13.31,0
9,1930.23,0,0,1,59.76,1,3,16.85,0
9,1489.4,0,0,1,46.23,0,4,24.62,0
13,1320.81,0,0,1,56.24,0,5,6.62,0
13,1793.37,1,0,1,43.3,0,1,8.06,0
12,1769.11,1,0,1,60.95,0,5,15.73,0
8,1448.69,0,0,1,32.96,0,4,19.13,0
9,2094.25,0,0,1,39.89,0,5,13.05,0
16,1420.5,1,0,1,58.13,0,2,14.96,0
9,1477.93,0,0,1,63.25,0,2,15.05,0
18,1661.93,2,0,1,56.79,1,5,15.83,0
15,2036.58,0,0,1,51.52,0,2,13.13,0
7,1377.96,0,1,1,59.43,0,2,12.94,0
11,1891.0,0,0,1,46.44,0,5,11.22,0
10,1554.27,0,0,1,63.24,0,4,11.58,0
8,2370.92,0,0,1,47.68,0,4,9.8,0
14,2235.81,1,0,0,59.5,0,3,24.18,0
14,2239.59,0,0,1,39.64,0,5,3.97,0
12,2078.16,0,0,1,51.84,0,5,16.09,0
10,2564.8,1,0,1,60.2,0,1,19.36,0
10,1574.32,1,0,1,48.75,0,1,21.32,0
9,1839.95,0,0,1,44.21,0,1,17.73,0
14,1167.13,0,0,1,58.96,0,1,9.28,0
13,1609.25,1,0,1,46.76,0,1,17.78,0
9,2018.31,0,0,1,42.68,0,1,11.34,0
11,1642.78,0,0,1,63.27,0,2,3.49,0
2,10.0,6,1,0,9.44,0,20,0.5,1
12,2022.86,0,0,1,46.02,0,5,18.09,0
9,1306.2,0,0,1,56.56,0,2,9.59,0
9,1499.71,1,0,1,41.51,0,5,6.65,0
10,2636.44,0,0,1,57.52,0,1,17.43,0
10,1803.42,0,0,1,60.67,0,5,11.75,0
23,220.3,4,1,0,101.07,1,49,0.85,1
11,1400.68,0,0,1,79.66,0,4,14.85,0
13,1671.54,0,0,1,60.19,0,3,5.6,0
22,29.15,7,1,0,7.62,0,48,0.85,1
13,1790.31,0,0,1,61.39,0,3,13.11,0
9,1855.61,0,0,1,56.51,0,5,18.69,0
0,174.44,3,1,0,21.56,1,32,0.63,1
19,1802.87,0,0,1,59.93,0,5,12.29,0
11,1679.67,1,0,1,51.27,0,5,9.07,0
9,1418.15,0,1,1,51.11,1,1,16.99,0
15,2127.75,1,0,1,62.76,0,2,14.14,0
8,1346.39,0,0,1,58.92,0,5,14.49,0
10,1755.47,0,0,1,70.61,0,5,12.04,0
13,1338.77,0,0,1,53.47,0,1,10.56,0
18,1911.34,0,0,1,35.5,0,4,19.88,0
10,1552.09,0,0,1,45.39,0,2,12.67,0
5,297.48,7,1,0,130.09,1,37,0.14,1
10,1875.39,0,0,1,43.61,0,4,12.1,0
7,1851.45,0,0,1,52.96,0,3,7.64,0
9,1873.0,1,0,1,56.93,0,5,19.87,0
13,1733.97,0,0,1,40.26,0,1,10.21,0
16,1776.82,0,0,1,36.1,1,1,17.38,0
13,1996.6,0,0,1,82.43,0,2,5.23,0
12,2061.77,0,0,1,54.21,0,3,16.45,0
11,2136.92,0,1,1,33.47,0,2,3.96,0
10,2076.03,0,0,0,56.81,0,1,13.38,0
11,1573.77,1,0,1,47.67,0,1,9.78,0
14,2446.52,1,0,1,57.52,0,5,13.32,0
18,1760.46,1,0,1,57.71,0,5,17.25,0
14,1089.6,0,0,1,59.56,0,3,23.6,0
13,1256.57,0,0,1,66.61,0,1,12.65,0
11,2103.0,0,0,1,61.35,0,4,16.03,0
14,2441.74,1,0,1,50.09,0,5,12.14,0
10,1963.85,0,0,1,55.5,0,2,17.99,0
14,1589.39,0,0,1,49.29,0,4,13.58,0
11,1815.02,1,0,1,54.23,0,2,26.55,0
9,1260.73,0,0,1,53.1,0,3,8.36,0
10,1623.26,0,0,1,49.59,0,4,9.67,0
16,825.88,0,0,1,59.99,0,2,9.95,0
9,1805.66,0,0,1,49.65,0,1,13.92,0
13,1483.65,1,0,1,48.5,0,5,9.48,0
12,1818.4,0,0,0,57.52,0,4,11.66,0
11,1695.88,1,0,1,67.44,0,1,23.79,0
11,2355.61,0,0,1,53.91,0,5,6.29,0
18,2092.55,0,0,1,50.01,0,3,18.73,0
13,1777.04,0,0,1,59.87,0,4,9.97,0
1,167.79,6,1,0,117.17,1,20,0.87,1
13,1339.2,0,0,1,65.24,0,5,15.09,0
13,2113.44,0,0,1,45.95,0,5,28.25,0
16,1458.43,0,0,1,33.6,0,4,8.28,0
10,1875.73,0,0,1,59.55,0,2,8.28,0
12,1539.33,0,0,1,50.67,0,5,22.01,0
12,2100.44,0,0,1,39.31,0,1,16.85,0
18,1481.78,0,0,1,39.08,0,1,13.83,0
8,2081.06,0,0,1,41.99,0,2,21.88,0
9,1649.48,0,0,1,52.81,0,4,12.84,0
15,1991.93,0,0,1,53.37,0,4,14.85,0
13,1677.76,0,0,1,62.24,0,3,5.81,0
10,1805.8,1,0,1,46.69,0,4,12.5,0
22,84.83,3,1,0,110.38,1,47,0.22,1
11,1776.23,0,0,1,58.77,0,5,11.04,0
10,1753.96,0,0,1,60.11,0,2,12.98,0
12,2008.58,0,0,1,54.88,0,5,7.19,0
13,2443.81,1,0,1,63.29,0,5,0.5,0
17,1939.34,0,0,1,42.82,0,4,7.21,0
8,1227.67,0,0,0,55.37,0,3,12.94,0
9,1256.73,0,0,1,54.96,0,4,16.02,0
20,2159.25,0,0,1,39.27,0,5,15.39,0
7,2057.81,0,0,1,59.4,0,1,11.83,0
17,1956.45,0,0,1,57.3,0,3,7.8,0
13,2609.04,2,0,1,62.47,0,1,20.94,0
14,2171.57,0,0,1,51.57,0,5,13.36,0
10,1448.67,1,0,1,44.29,0,5,16.58,0
17,2390.35,0,0,1,69.09,0,4,5.53,0
15,1087.54,0,1,1,29.72,0,5,23.84,0
8,1137.35,2,0,1,40.29,0,1,27.82,0
15,1287.82,1,0,1,51.93,0,2,9.63,0
13,1349.74,0,0,1,57.97,1,2,8.22,0
10,1720.82,0,0,1,45.34,0,3,7.76,0
18,1838.86,0,0,1,49.76,0,5,18.93,0
17,843.88,0,0,1,65.37,0,5,10.56,0
11,971.45,0,0,1,56.09,0,4,10.98,0
19,1564.27,0,0,1,69.88,0,4,4.61,0
19,1570.37,1,0,0,70.86,0,1,10.31,0
17,1533.12,0,0,1,67.1,0,1,14.65,0
11,1676.37,0,0,1,43.65,0,1,0.58,0
14,1472.84,0,0,1,50.31,0,5,13.57,0
13,1809.28,0,0,1,57.87,0,1,16.85,0
2,92.3,4,1,0,116.56,0,40,0.21,1
14,2026.71,0,0,0,49.62,0,1,17.14,0
23,68.5,4,0,0,18.87,0,15,0.52,1
13,1324.31,0,0,1,65.87,0,1,5.07,0
10,939.05,0,0,1,50.83,0,4,6.46,0
9,2500.37,0,0,0,75.03,0,2,10.8,0
12,1513.37,0,0,1,61.57,0,2,16.14,0
8,1816.37,1,0,1,55.0,0,1,7.17,0
15,1135.57,0,0,1,55.08,0,1,3.14,0
12,2200.89,1,0,1,59.01,0,2,17.06,0
4,352.74,3,1,0,135.41,0,10,0.24,1
11,1470.43,1,0,1,50.51,0,5,14.26,0
13,1556.97,0,0,1,40.62,0,1,25.2,0
11,2184.94,0,0,1,55.21,0,2,3.23,0
15,938.51,0,0,1,49.43,0,1,5.36,0
16,1491.29,0,0,1,54.72,0,4,27.76,0
12,2180.52,0,0,1,47.93,0,2,17.97,0
18,1655.48,0,0,1,47.28,0,3,2.94,0
16,2351.39,0,0,1,59.73,0,4,6.7,0
17,1472.56,0,0,0,62.73,0,1,13.02,0
8,2392.78,0,1,1,64.55,0,4,6.95,0
0,194.6,3,1,0,105.88,0,24,0.56,1
13,1424.01,0,0,1,45.65,0,3,8.56,0
14,1626.89,0,0,0,39.36,0,5,7.51,0
8,1455.48,0,0,1,68.45,0,2,21.48,0
16,1247.76,0,0,1,61.55,0,1,18.05,0
17,1728.83,0,0,1,62.97,0,2,13.18,0
5,267.45,6,1,0,14.85,1,44,0.14,1
11,2126.73,0,0,1,58.64,0,1,14.28,0
8,1338.25,0,0,1,53.56,0,2,3.98,0
20,1360.55,0,0,1,44.16,0,5,22.66,0
9,2202.85,0,0,1,56.71,0,1,14.57,0
11,1194.99,2,0,1,46.92,0,1,14.19,0
11,1962.42,0,0,1,50.63,0,3,12.04,0
16,1201.02,0,0,0,55.34,0,1,6.75,0
1,87.11,3,1,0,14.86,0,34,0.52,1
10,1153.31,1,0,1,50.13,0,1,14.07,0
8,1168.23,0,0,1,67.33,0,5,14.32,0
9,1796.33,0,0,1,57.69,0,1,13.78,0
14,2746.16,0,0,1,49.7,0,5,16.17,0
10,1918.63,0,0,1,64.95,0,2,3.7,0
11,1368.19,1,0,1,51.95,0,1,9.23,0
14,2335.73,0,0,1,37.45,0,4,7.18,0
9,1477.96,0,0,1,66.09,0,2,13.11,0
11,1971.33,0,0,1,40.92,0,3,12.73,0
11,1289.73,0,0,1,63.38,0,4,17.38,0
12,1655.6,0,0,1,42.77,0,3,16.45,0
13,1171.43,1,0,1,44.79,0,2,22.37,0
19,1815.08,1,0,1,60.15,0,3,11.7,0
11,1361.14,2,0,1,58.48,0,4,22.75,0
3,388.9,4,1,0,111.25,1,18,0.69,1
15,2403.65,1,0,1,56.96,0,2,20.86,0
11,2506.6,0,0,1,75.5,0,4,23.45,0
23,316.89,5,1,0,107.98,0,40,0.6,1
9,2666.02,0,0,1,70.11,0,4,4.61,0
9,1812.19,0,0,0,46.72,0,1,7.58,0
14,2017.69,0,0,1,56.86,0,5,3.69,0
13,1468.72,0,0,1,71.55,0,2,12.37,0
11,1686.71,1,0,1,67.55,0,1,7.86,0
12,2014.57,0,0,1,43.83,0,5,14.34,0
14,1467.22,0,0,1,63.72,0,1,12.65,0
16,2079.53,2,0,1,55.21,0,4,10.89,0
21,2103.81,0,0,1,58.33,1,3,14.4,0
14,1741.19,0,0,1,61.71,0,5,6.58,0
12,1575.76,0,0,1,67.64,0,5,17.62,0
12,1604.61,0,0,1,60.39,0,4,7.55,0
8,1348.77,0,0,1,69.53,0,2,9.15,0
18,2573.34,0,0,1,46.82,0,1,1.53,0
1,10.0,8,0,0,14.63,1,37,0.9,1
18,1992.23,0,0,1,39.63,0,2,13.44,0
13,1082.32,0,0,1,60.47,0,4,5.85,0
12,1243.91,1,0,1,68.64,0,2,14.14,0
14,2308.43,0,0,1,56.41,0,1,13.92,0
8,2193.07,0,0,1,60.8,0,4,2.95,0
18,2929.73,0,0,1,55.42,0,3,0.5,0
12,2093.79,0,0,1,52.13,0,2,11.62,0
9,2232.79,1,0,1,42.96,0,4,8.88,0
16,2301.74,0,0,1,68.24,0,1,13.83,0
11,1504.52,0,0,0,68.13,0,5,12.29,0
9,1702.92,0,0,1,71.56,0,2,12.97,0
9,1707.57,0,0,1,58.15,0,3,16.2,0
12,1457.4,0,0,1,46.14,0,5,23.62,0
23,226.92,4,1,0,122.35,1,15,0.36,1
5,85.66,7,1,0,12.13,0,20,0.78,1
10,1961.31,0,0,1,46.87,0,1,3.36,0
21,871.87,0,1,1,53.29,0,2,9.76,0
18,2161.61,0,0,1,51.49,0,3,14.2,0
13,1695.99,0,0,1,66.86,1,3,9.36,0
16,2091.63,1,0,1,40.27,0,4,12.88,0
9,1440.48,0,0,1,69.77,0,5,2.7,0
1,209.73,5,1,0,145.47,1,20,0.52,1
16,1556.66,0,0,1,43.91,0,1,12.2,0
22,193.66,9,1,0,117.87,1,27,0.37,1
7,1819.73,0,1,1,43.56,0,1,11.44,0
9,2295.83,0,0,1,54.82,0,1,17.34,0
8,2680.81,0,0,1,49.05,0,3,14.49,0
15,1531.4,0,0,1,66.02,0,5,7.08,0
12,1792.08,0,0,1,55.9,0,3,5.23,0
15,1989.22,0,0,1,51.69,0,3,11.38,0
10,1560.07,0,0,1,42.48,0,4,12.59,0
0,101.74,6,1,0,106.12,0,15,0.69,1
14,1705.42,1,0,1,58.92,0,3,4.5,0
11,1704.76,0,0,1,46.14,0,3,19.5,0
20,2204.11,1,0,1,63.18,0,1,10.63,0
12,1365.58,1,0,1,53.85,0,3,7.16,0
15,1521.94,0,0,1,50.01,0,5,2.79,0
14,1038.02,0,0,0,48.21,0,2,15.87,0
12,666.79,0,0,1,56.4,0,3,14.72,0
9,1895.85,0,0,1,51.71,1,1,9.68,0
10,1308.93,0,0,1,64.06,0,1,11.54,0
12,1749.39,0,0,1,49.94,0,3,12.64,0
17,2526.7,1,0,1,62.1,0,2,11.11,0
11,2304.61,0,0,1,53.25,0,1,15.85,0
13,1656.77,1,0,1,58.0,0,1,12.49,0
14,640.19,1,0,0,52.53,0,1,9.61,0
10,1231.11,0,0,1,57.86,0,2,13.2,0
1,196.62,3,1,0,17.83,1,41,0.14,1
12,1797.78,1,0,1,66.89,0,3,12.33,0
14,2254.38,0,0,1,51.48,0,5,17.97,0
8,2002.5,0,0,1,58.18,0,2,9.82,0
16,2167.57,0,0,1,37.59,0,3,11.96,0
15,1932.66,1,1,1,50.14,0,2,9.0,0
13,1942.27,0,0,1,35.99,0,3,2.67,0
10,1918.89,0,0,1,55.47,0,4,16.12,0
14,1735.86,2,0,1,44.31,0,4,6.82,0
12,1351.98,0,0,1,53.12,0,5,15.34,0
11,1617.92,0,0,1,66.95,0,1,17.97,0
11,1895.42,0,0,1,48.34,0,5,8.81,0
11,2340.41,0,0,1,46.58,0,3,11.12,0
1,110.29,9,1,0,102.57,0,17,0.71,1
11,1059.26,0,0,1,52.34,0,3,0.5,0
23,74.02,8,1,0,8.81,0,47,0.65,1
10,1620.82,0,0,1,57.75,0,5,5.62,0
17,1912.4,0,0,1,50.97,0,1,14.25,0
8,2251.16,0,0,1,55.09,0,2,12.41,0
15,1581.58,0,0,0,58.28,0,2,15.87,0
4,338.03,5,1,0,100.57,0,47,1.33,1
2,280.33,5,1,0,19.49,0,15,0.9,1
15,2073.29,0,0,1,46.75,0,2,10.65,0
10,2551.95,0,0,1,45.19,0,3,7.13,0
11,2336.87,1,0,1,41.12,0,1,14.0,0
17,2330.17,0,0,1,41.4,0,3,9.84,0
13,1877.06,0,0,1,37.49,0,2,3.18,0
14,1863.24,0,0,1,50.62,0,1,15.18,0
9,1528.54,0,1,1,40.45,0,4,10.07,0
13,1233.89,1,0,1,73.67,0,5,18.19,0
16,2538.56,2,0,1,67.12,0,4,16.69,0
11,1688.99,0,0,1,58.71,0,1,9.42,0
21,2133.26,0,0,1,49.54,0,2,10.84,0
8,1279.36,0,0,1,70.12,0,4,20.99,0
9,1735.15,0,0,1,48.92,0,3,11.51,0
11,1989.26,0,0,1,58.2,0,1,5.73,0
10,1763.22,0,0,1,78.17,0,5,5.02,0
13,1841.42,2,0,1,50.5,0,5,14.06,0
14,1550.2,0,0,1,60.55,0,1,10.08,0
21,2145.41,1,0,1,49.65,0,4,9.47,0
16,1351.5,0,0,1,67.4,0,1,23.38,0
21,2082.89,0,0,1,76.67,0,3,18.12,0
14,1599.29,1,0,1,49.48,0,4,5.35,0
15,2616.87,0,0,1,51.72,0,3,30.04,0
14,1474.4,0,0,1,49.11,0,1,12.75,0
1,187.96,3,0,0,18.96,0,48,0.74,1
12,1616.86,0,0,0,36.51,0,3,18.86,0
4,320.96,3,0,0,22.49,1,46,0.81,1
12,1288.66,0,0,1,55.64,0,4,16.52,0
14,1577.96,1,0,1,57.03,0,3,3.58,0
16,1802.51,0,0,1,52.5,0,4,19.49,0
21,1823.38,0,0,0,64.48,0,3,16.47,0
18,1253.67,0,0,1,65.45,0,1,1.25,0
10,1740.26,0,0,1,57.41,0,1,3.81,0
12,1401.93,2,0,1,58.41,0,1,7.61,0
20,1240.88,1,0,1,56.42,0,2,7.34,0
10,3045.16,0,0,1,59.92,0,5,19.47,0
9,1474.79,0,0,1,71.36,0,4,5.18,0
8,1680.33,0,0,1,50.89,0,1,12.64,0
15,1667.68,0,0,1,50.17,0,2,8.8,0
14,1646.87,1,0,1,48.25,0,2,20.95,0
19,2044.93,1,0,1,59.63,0,3,20.04,0
14,1924.19,0,0,1,67.65,0,5,17.86,0
10,1181.71,0,0,0,55.16,1,4,8.28,0
9,1064.59,0,0,1,54.16,0,5,18.09,0
15,1160.96,0,0,1,69.32,0,5,14.94,0
10,2272.26,0,0,1,65.76,0,5,11.44,0
10,1721.69,0,0,1,59.82,0,1,13.32,0
9,1254.36,2,0,1,62.35,0,3,4.29,0
21,1865.72,0,0,1,65.47,0,3,21.39,0
12,1948.02,0,0,1,53.95,0,5,7.17,0
15,2014.52,1,0,1,73.74,0,3,9.67,0
8,1722.63,0,0,1,59.48,0,4,10.79,0
13,1755.67,0,0,1,44.36,0,5,13.32,0
11,1886.67,2,0,1,63.54,0,5,15.57,0
11,1408.03,0,0,1,47.54,0,1,17.29,0
17,2289.57,0,0,1,43.6,0,1,19.19,0
18,1597.52,0,0,1,52.58,0,4,18.81,0
14,1266.75,1,0,1,51.07,0,1,13.27,0
9,2267.0,0,0,1,55.79,0,1,6.99,0
2,184.04,3,1,0,11.1,0,19,0.01,1
12,1328.9,2,0,1,53.58,0,2,9.96,0
19,1650.19,2,0,1,43.33,0,3,3.4,0
9,1697.49,0,0,1,51.37,0,2,11.22,0
9,1486.96,0,0,1,50.72,0,2,12.91,0
11,2229.45,0,0,1,42.17,0,1,9.75,0
13,1597.2,0,0,1,36.42,0,3,12.46,0
14,2118.68,1,0,1,59.57,0,1,12.75,0
16,2419.46,0,0,0,59.26,0,2,13.85,0
3,120.42,8,1,0,110.94,1,46,0.42,1
12,2031.19,0,0,1,69.0,0,3,18.61,0
14,1880.91,1,0,1,72.98,0,4,11.56,0
9,2269.38,2,0,1,56.3,0,2,25.88,0
5,218.17,4,1,1,15.48,1,32,0.1,1
14,1622.08,0,0,1,56.39,0,2,18.69,0
18,2236.07,2,0,1,40.99,0,2,19.24,0
16,1404.85,0,0,1,53.11,0,5,7.39,0
9,1259.78,0,0,1,48.85,0,3,11.94,0
13,1508.69,0,0,1,49.51,0,1,14.55,0
7,1680.88,0,0,1,55.58,0,2,23.78,0
14,1807.75,0,0,1,49.92,0,3,16.29,0
15,1713.69,0,0,1,62.28,0,3,3.28,0
5,129.89,3,1,0,108.97,0,18,0.15,1
17,1976.52,0,0,1,50.57,0,2,8.88,0
15,2514.94,0,0,1,57.91,0,2,13.84,0
13,1791.5,0,0,1,64.39,0,3,17.24,0
18,1849.71,0,0,0,46.06,0,2,13.01,0
7,1555.3,0,0,1,46.58,0,3,17.23,0
14,1696.73,0,0,1,61.94,0,4,7.66,0
13,2113.34,0,0,1,48.4,0,1,7.65,0
11,1954.55,0,0,1,46.96,0,2,15.83,0
1,234.75,4,1,0,14.47,1,47,0.3,1
15,1928.52,0,0,1,50.52,0,4,15.2,0
13,1253.75,0,0,1,44.63,0,3,13.77,0
12,1787.09,0,0,1,57.95,0,3,19.39,0
12,1991.74,0,0,1,57.74,0,4,2.46,0
11,1938.45,0,0,1,51.13,0,5,5.14,0
16,1642.76,0,0,1,62.67,0,3,12.21,0
17,1494.33,1,0,1,41.46,0,1,2.75,0
13,1397.76,0,0,1,58.22,0,2,22.33,0
8,1767.58,0,0,1,45.75,0,2,6.99,0
10,1893.54,0,0,1,48.35,0,5,16.13,0
14,2400.34,0,0,1,55.68,0,1,0.92,0
16,2063.11,1,0,1,51.8,0,1,26.02,0
14,1765.17,0,0,1,70.75,0,1,10.27,0
13,1935.18,0,0,0,59.28,0,1,12.96,0
9,1554.35,1,0,0,73.96,0,1,9.98,0
14,1337.15,0,0,0,48.84,0,1,7.54,0
7,2384.88,0,0,1,67.41,0,1,15.85,0
18,2123.71,2,0,1,31.47,0,4,18.78,0
12,2130.56,0,0,1,41.91,0,1,19.49,0
16,2185.91,0,0,1,50.45,0,5,5.15,0
9,1600.97,0,0,1,66.92,0,5,5.8,0
7,2008.3,0,1,1,47.5,0,3,9.7,0
12,1471.17,1,0,1,52.33,0,3,6.11,0
9,2188.82,1,0,1,51.26,0,5,17.63,0
12,2332.54,0,0,1,57.99,0,1,4.77,0
10,2237.92,0,0,1,39.16,0,5,9.31,0
9,2187.13,0,0,1,44.47,0,4,15.36,0
4,246.29,5,0,0,102.09,1,37,0.64,1
14,1671.88,0,0,1,42.97,0,1,5.49,0
14,1864.2,1,0,1,36.26,0,2,8.41,0
9,1683.82,0,0,1,47.31,0,1,1.98,0
9,2737.46,0,0,1,64.02,0,2,17.39,0
15,2340.88,0,0,1,71.69,0,2,22.37,0
8,1736.74,0,0,1,54.52,0,4,15.85,0
12,2162.62,1,0,1,63.21,0,1,2.01,0
8,1871.97,0,0,1,51.32,0,3,12.75,0
14,2326.2,1,0,1,57.29,0,3,9.31,0
14,1688.08,1,0,1,42.08,0,2,12.54,0
10,1990.66,2,0,1,63.41,0,4,7.21,0
8,2074.12,0,0,1,45.63,0,1,13.53,0
12,1377.96,2,0,1,75.22,0,3,10.34,0
9,1871.1,0,0,1,67.09,0,4,2.92,0
14,1723.82,0,0,1,67.04,0,5,12.41,0
17,1463.03,0,0,1,64.35,0,5,13.75,0
14,1346.47,1,0,1,44.49,0,2,14.24,0
12,1969.63,0,0,1,41.15,0,4,12.84,0
20,1797.62,0,0,1,57.92,0,3,10.28,0
21,2266.37,0,0,1,60.57,0,1,13.63,0
10,2400.11,0,0,1,70.7,0,3,18.16,0
17,1682.3,1,0,1,55.39,0,2,14.73,0
4,109.72,5,1,0,97.13,1,24,0.46,1
11,1827.35,0,0,1,45.23,0,3,13.98,0
21,2013.34,0,0,1,55.17,0,1,14.2,0
9,1026.01,0,0,1,54.39,0,2,4.57,0
13,1974.49,0,0,0,63.77,0,4,14.63,0
15,2071.49,0,0,1,52.76,0,4,7.89,0
10,1776.84,0,0,1,69.48,0,4,10.59,0
10,2449.3,0,0,1,55.57,0,3,16.88,0
11,1884.84,0,0,1,56.6,0,5,11.15,0
0,192.95,3,1,0,100.72,1,31,0.72,1
17,2414.42,1,0,1,42.72,0,1,12.57,0
11,2331.46,0,0,1,49.65,0,5,7.06,0
9,2142.69,0,0,1,37.59,0,3,9.91,0
23,232.65,7,1,0,111.62,1,41,0.7,1
10,1991.6,0,0,1,66.87,0,4,14.58,0
8,1959.51,0,0,1,41.31,0,4,14.04,0
12,1479.09,0,0,1,48.87,0,4,19.31,0
19,787.1,0,0,1,62.35,0,3,0.5,0
11,1754.21,0,0,1,42.27,0,2,18.3,0
11,1899.77,0,0,1,31.18,0,3,8.78,0
16,1161.64,1,0,1,49.96,0,5,11.88,0
9,1349.09,0,1,1,51.79,0,3,9.67,0
12,1843.83,0,0,1,44.25,0,4,3.83,0
9,2086.07,1,0,1,91.03,0,1,14.83,0
16,2147.51,0,0,1,53.64,0,2,21.36,0
12,1750.29,0,0,1,77.08,0,3,12.72,0
10,1781.95,0,0,1,47.31,1,1,6.68,0
12,2104.2,0,0,1,37.75,0,5,1.86,0
15,2321.04,0,0,1,53.83,0,1,13.7,0
10,1664.28,0,0,1,65.85,0,1,21.74,0
19,2148.3,1,0,1,58.84,0,2,14.26,0
15,1813.41,1,0,1,46.77,0,1,20.3,0
14,2029.5,0,0,1,45.35,0,2,11.82,0
10,2258.41,1,0,1,43.64,0,5,6.61,0
5,10.0,10,1,0,99.97,1,43,0.38,1
15,2141.27,0,0,1,55.66,0,3,11.21,0
10,1752.15,1,0,1,34.06,0,1,17.23,0
18,2060.92,0,0,1,63.17,0,4,11.26,0
16,1491.67,0,0,1,55.54,0,2,11.23,0
18,1383.92,2,0,1,51.29,0,3,15.18,0
11,1180.88,1,1,1,38.37,0,4,1.03,0
5,133.17,6,1,0,26.4,1,43,0.42,1
14,2219.55,0,0,0,50.39,0,4,9.36,0
18,1368.59,1,0,1,52.09,0,1,15.37,0
12,2406.18,0,0,1,56.44,0,3,14.29,0
10,1394.1,0,0,0,58.34,0,1,12.93,0
10,1515.42,0,0,1,47.8,0,3,15.32,0
12,1924.66,1,0,1,57.11,0,5,7.86,0
12,1855.46,0,0,1,52.25,0,2,8.84,0
12,2001.72,1,1,1,51.85,0,1,2.92,0
11,1465.72,2,0,1,48.01,0,3,4.02,0
15,1801.69,0,0,1,57.15,0,3,17.98,0
10,1370.67,0,0,1,49.53,0,4,10.97,0
7,1392.89,1,0,1,59.76,0,5,24.7,0
23,181.42,4,1,1,135.91,0,14,0.4,1
4,181.69,7,1,0,92.08,0,40,0.33,1
17,1909.2,1,0,1,36.79,0,1,11.09,0
14,2614.35,2,0,1,68.16,0,3,19.6,0
10,1704.88,0,0,1,58.19,0,3,10.63,0
16,1661.63,0,0,1,38.91,0,3,19.11,0
12,1630.5,1,0,1,46.04,0,5,6.64,0
14,2548.43,0,0,1,61.18,0,4,16.24,0
14,1676.14,0,0,0,56.36,0,2,21.05,0
15,2466.14,0,0,1,52.94,0,4,22.46,0
16,1413.54,0,0,1,62.85,0,4,15.57,0
22,79.24,6,1,0,11.81,0,49,1.16,1
19,1656.7,1,0,1,58.5,0,5,11.36,0
16,1423.59,0,0,1,47.75,0,3,17.83,0
13,1510.4,0,0,1,52.53,0,5,29.96,0
10,2108.32,1,0,1,51.31,0,5,5.89,0
9,1313.09,0,0,1,47.06,0,1,8.17,0
13,2095.29,0,0,1,72.31,0,2,20.02,0
12,1887.72,0,0,1,45.18,0,5,1.39,0
10,1831.92,0,0,1,63.09,0,5,13.06,0
8,1302.18,0,0,1,65.26,0,3,6.54,0
12,1559.22,0,0,0,35.61,0,4,9.11,0
16,1903.04,1,0,1,60.0,0,4,20.01,0
12,1974.39,0,0,1,59.71,0,4,6.2,0
0,100.77,3,1,0,115.74,1,31,0.8,1
12,1260.09,0,0,1,54.51,0,4,8.04,0
15,1520.72,0,0,1,69.55,0,4,2.05,0
21,1678.85,0,0,1,40.1,0,3,14.79,0
18,2210.04,0,0,1,58.22,0,2,7.6,0
11,1901.03,1,0,1,45.26,0,4,18.92,0
10,1995.02,0,0,1,58.03,0,3,16.26,0
9,2098.14,0,1,1,44.45,0,3,13.4,0
11,1780.41,0,0,1,66.04,0,1,9.15,0
14,2266.85,1,1,1,74.47,0,4,8.44,0
12,2150.69,1,0,1,63.58,0,5,25.93,0
11,1424.34,0,0,1,38.4,0,3,17.23,0
13,778.58,0,0,1,49.15,0,2,23.67,0
19,1249.8,0,0,1,41.56,0,2,9.04,0
15,1813.89,0,0,1,36.92,0,4,5.63,0
14,2381.05,1,0,1,58.54,0,1,15.11,0
8,1099.61,0,0,1,43.95,0,1,8.89,0
12,1450.23,0,0,0,53.39,0,5,14.94,0
10,1857.37,0,0,1,53.7,0,5,18.57,0
